set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,agerange_min,US_retailPrice,bricksetURL,thumbnailURL,imageURL
76050-1,Crossbones' Hazard Heist,2016,Marvel Super Heroes,Captain America: Civil War,Licensed,Normal,179,3,6,19.99,https://brickset.com/sets/76050-1,https://images.brickset.com/sets/small/76050-1.jpg,https://images.brickset.com/sets/images/76050-1.jpg
76051-1,Super Hero Airport Battle,2016,Marvel Super Heroes,Captain America: Civil War,Licensed,Normal,807,7,8,79.99,https://brickset.com/sets/76051-1,https://images.brickset.com/sets/small/76051-1.jpg,https://images.brickset.com/sets/images/76051-1.jpg
76052-1,Batman Classic TV Series - Batcave,2016,DC Comics Super Heroes,Batman Classic TV Series,Licensed,Normal,2526,9,14,269.99,https://brickset.com/sets/76052-1,https://images.brickset.com/sets/small/76052-1.jpg,https://images.brickset.com/sets/images/76052-1.jpg
76053-1,Gotham City Cycle Chase,2016,DC Comics Super Heroes,Batman,Licensed,Normal,224,3,7,19.99,https://brickset.com/sets/76053-1,https://images.brickset.com/sets/small/76053-1.jpg,https://images.brickset.com/sets/images/76053-1.jpg
76054-1,Batman: Scarecrow Harvest of Fear,2016,DC Comics Super Heroes,Batman,Licensed,Normal,563,5,7,59.99,https://brickset.com/sets/76054-1,https://images.brickset.com/sets/small/76054-1.jpg,https://images.brickset.com/sets/images/76054-1.jpg
76055-1,Batman: Killer Croc Sewer Smash,2016,DC Comics Super Heroes,Batman,Licensed,Normal,759,5,8,79.99,https://brickset.com/sets/76055-1,https://images.brickset.com/sets/small/76055-1.jpg,https://images.brickset.com/sets/images/76055-1.jpg
76056-1,Batman: Rescue from Ra's al Ghul,2016,DC Comics Super Heroes,Batman,Licensed,Normal,257,4,6,29.99,https://brickset.com/sets/76056-1,https://images.brickset.com/sets/small/76056-1.jpg,https://images.brickset.com/sets/images/76056-1.jpg
76057-1,Spider-Man: Web Warriors Ultimate Bridge Battle,2016,Marvel Super Heroes,Spider-Man,Licensed,Normal,1092,7,8,99.99,https://brickset.com/sets/76057-1,https://images.brickset.com/sets/small/76057-1.jpg,https://images.brickset.com/sets/images/76057-1.jpg
76058-1,Spider-Man: Ghost Rider Team-Up,2016,Marvel Super Heroes,Spider-Man,Licensed,Normal,217,3,7,19.99,https://brickset.com/sets/76058-1,https://images.brickset.com/sets/small/76058-1.jpg,https://images.brickset.com/sets/images/76058-1.jpg
76059-1,Spider-Man: Doc Ock's Tentacle Trap,2016,Marvel Super Heroes,Spider-Man,Licensed,Normal,446,5,7,39.99,https://brickset.com/sets/76059-1,https://images.brickset.com/sets/small/76059-1.jpg,https://images.brickset.com/sets/images/76059-1.jpg
76060-1,Doctor Strange's Sanctum Sanctorum,2016,Marvel Super Heroes,Doctor Strange,Licensed,Normal,358,3,7,29.99,https://brickset.com/sets/76060-1,https://images.brickset.com/sets/small/76060-1.jpg,https://images.brickset.com/sets/images/76060-1.jpg
76061-1,Mighty Micros: Batman vs. Catwoman,2016,DC Comics Super Heroes,Mighty Micros,Licensed,Normal,79,2,5,9.99,https://brickset.com/sets/76061-1,https://images.brickset.com/sets/small/76061-1.jpg,https://images.brickset.com/sets/images/76061-1.jpg
76062-1,Mighty Micros: Robin vs. Bane,2016,DC Comics Super Heroes,Mighty Micros,Licensed,Normal,77,2,5,9.99,https://brickset.com/sets/76062-1,https://images.brickset.com/sets/small/76062-1.jpg,https://images.brickset.com/sets/images/76062-1.jpg
76063-1,Mighty Micros: The Flash vs. Captain Cold,2016,DC Comics Super Heroes,Mighty Micros,Licensed,Normal,88,2,5,9.99,https://brickset.com/sets/76063-1,https://images.brickset.com/sets/small/76063-1.jpg,https://images.brickset.com/sets/images/76063-1.jpg
76064-1,Mighty Micros: Spider-Man vs. Green Goblin,2016,Marvel Super Heroes,Mighty Micros,Licensed,Normal,85,2,5,9.99,https://brickset.com/sets/76064-1,https://images.brickset.com/sets/small/76064-1.jpg,https://images.brickset.com/sets/images/76064-1.jpg
76065-1,Mighty Micros: Captain America vs. Red Skull,2016,Marvel Super Heroes,Mighty Micros,Licensed,Normal,95,2,5,9.99,https://brickset.com/sets/76065-1,https://images.brickset.com/sets/small/76065-1.jpg,https://images.brickset.com/sets/images/76065-1.jpg
76066-1,Mighty Micros: Hulk vs. Ultron,2016,Marvel Super Heroes,Mighty Micros,Licensed,Normal,80,2,5,9.99,https://brickset.com/sets/76066-1,https://images.brickset.com/sets/small/76066-1.jpg,https://images.brickset.com/sets/images/76066-1.jpg
76067-1,Tanker Truck Takedown,2016,Marvel Super Heroes,Captain America: Civil War,Licensed,Normal,330,4,6,29.99,https://brickset.com/sets/76067-1,https://images.brickset.com/sets/small/76067-1.jpg,https://images.brickset.com/sets/images/76067-1.jpg
853544-1,NINJAGO Accessory Set,2016,Ninjago,Skybound,Action/Adventure,Extended,36,4,6,14.99,https://brickset.com/sets/853544-1,https://images.brickset.com/sets/small/853544-1.jpg,https://images.brickset.com/sets/images/853544-1.jpg
853556-1,Friends Mini-Doll Campsite Set,2016,Friends,Adventure Camp,Modern day,Extended,35,3,6,14.99,https://brickset.com/sets/853556-1,https://images.brickset.com/sets/small/853556-1.jpg,https://images.brickset.com/sets/images/853556-1.jpg
853570-1,Police Accessory Set,2016,City,Prison Island,Modern day,Extended,26,4,6,14.99,https://brickset.com/sets/853570-1,https://images.brickset.com/sets/small/853570-1.jpg,https://images.brickset.com/sets/images/853570-1.jpg
853609-1,Skin Pack,2016,Minecraft,Miscellaneous,Licensed,Extended,25,4,6,14.99,https://brickset.com/sets/853609-1,https://images.brickset.com/sets/small/853609-1.jpg,https://images.brickset.com/sets/images/853609-1.jpg
10255-1,Assembly Square,2017,Creator Expert,Modular Buildings Collection,Model making,Normal,4002,9,16,299.99,https://brickset.com/sets/10255-1,https://images.brickset.com/sets/small/10255-1.jpg,https://images.brickset.com/sets/images/10255-1.jpg
10257-1,Carousel,2017,Creator Expert,Fairground Collection,Model making,Normal,2670,7,16,199.99,https://brickset.com/sets/10257-1,https://images.brickset.com/sets/small/10257-1.jpg,https://images.brickset.com/sets/images/10257-1.jpg
10259-1,Winter Village Station,2017,Creator Expert,Winter Village Collection,Model making,Normal,902,5,12,79.99,https://brickset.com/sets/10259-1,https://images.brickset.com/sets/small/10259-1.jpg,https://images.brickset.com/sets/images/10259-1.jpg
10730-1,Lightning McQueen Speed Launcher,2017,Juniors,Cars 3,Junior,Normal,47,1,4,9.99,https://brickset.com/sets/10730-1,https://images.brickset.com/sets/small/10730-1.jpg,https://images.brickset.com/sets/images/10730-1.jpg
10731-1,Cruz Ramirez Race Simulator,2017,Juniors,Cars 3,Junior,Normal,59,1,4,9.99,https://brickset.com/sets/10731-1,https://images.brickset.com/sets/small/10731-1.jpg,https://images.brickset.com/sets/images/10731-1.jpg
10732-1,Guido and Luigi's Pit Stop,2017,Juniors,Cars 3,Junior,Normal,75,2,4,9.99,https://brickset.com/sets/10732-1,https://images.brickset.com/sets/small/10732-1.jpg,https://images.brickset.com/sets/images/10732-1.jpg
10733-1,Mater's Junkyard,2017,Juniors,Cars 3,Junior,Normal,62,1,4,9.99,https://brickset.com/sets/10733-1,https://images.brickset.com/sets/small/10733-1.jpg,https://images.brickset.com/sets/images/10733-1.jpg
10735-1,Police Truck Chase,2017,Juniors,City,Junior,Normal,90,2,4,19.99,https://brickset.com/sets/10735-1,https://images.brickset.com/sets/small/10735-1.jpg,https://images.brickset.com/sets/images/10735-1.jpg
10736-1,Anna and Elsa's Frozen Playground,2017,Juniors,Disney Princess,Junior,Normal,94,2,4,24.99,https://brickset.com/sets/10736-1,https://images.brickset.com/sets/small/10736-1.jpg,https://images.brickset.com/sets/images/10736-1.jpg
10737-1,Batman vs. Mr. Freeze,2017,Juniors,DC Comics Super Heroes,Junior,Normal,63,2,4,14.99,https://brickset.com/sets/10737-1,https://images.brickset.com/sets/small/10737-1.jpg,https://images.brickset.com/sets/images/10737-1.jpg
10738-1,Snow White's Forest Cottage,2017,Juniors,Disney Princess,Junior,Normal,67,1,4,14.99,https://brickset.com/sets/10738-1,https://images.brickset.com/sets/small/10738-1.jpg,https://images.brickset.com/sets/images/10738-1.jpg
10740-1,Fire Patrol Suitcase,2017,Juniors,City,Junior,Normal,110,2,4,19.99,https://brickset.com/sets/10740-1,https://images.brickset.com/sets/small/10740-1.jpg,https://images.brickset.com/sets/images/10740-1.jpg
10742-1,Willy's Butte Speed Training,2017,Juniors,Cars 3,Junior,Normal,95,2,4,19.99,https://brickset.com/sets/10742-1,https://images.brickset.com/sets/small/10742-1.jpg,https://images.brickset.com/sets/images/10742-1.jpg
10743-1,Smokey's Garage,2017,Juniors,Cars 3,Junior,Normal,116,3,4,19.99,https://brickset.com/sets/10743-1,https://images.brickset.com/sets/small/10743-1.jpg,https://images.brickset.com/sets/images/10743-1.jpg
10744-1,Thunder Hollow Crazy 8 Race,2017,Juniors,Cars 3,Junior,Normal,191,4,4,34.99,https://brickset.com/sets/10744-1,https://images.brickset.com/sets/small/10744-1.jpg,https://images.brickset.com/sets/images/10744-1.jpg
10745-1,Florida 500 Final Race,2017,Juniors,Cars 3,Junior,Normal,266,5,5,49.99,https://brickset.com/sets/10745-1,https://images.brickset.com/sets/small/10745-1.jpg,https://images.brickset.com/sets/images/10745-1.jpg
10746-1,Mia's Farm Suitcase,2017,Juniors,Friends,Junior,Normal,100,1,4,19.99,https://brickset.com/sets/10746-1,https://images.brickset.com/sets/small/10746-1.jpg,https://images.brickset.com/sets/images/10746-1.jpg
10747-1,Andrea and Stephanie's Beach Holiday,2017,Juniors,Friends,Junior,Normal,143,2,4,29.99,https://brickset.com/sets/10747-1,https://images.brickset.com/sets/small/10747-1.jpg,https://images.brickset.com/sets/images/10747-1.jpg
10823-1,Batwing Adventure,2017,Duplo,Batman,Pre-school,Normal,28,2,2,29.99,https://brickset.com/sets/10823-1,https://images.brickset.com/sets/small/10823-1.jpg,https://images.brickset.com/sets/images/10823-1.jpg
10842-1,Batcave Challenge,2017,Duplo,Batman,Pre-school,Normal,73,4,2,49.99,https://brickset.com/sets/10842-1,https://images.brickset.com/sets/small/10842-1.jpg,https://images.brickset.com/sets/images/10842-1.jpg
10843-1,Mickey Racer,2017,Duplo,Mickey and the Roadster Racers,Pre-school,Normal,15,1,2,14.99,https://brickset.com/sets/10843-1,https://images.brickset.com/sets/small/10843-1.jpg,https://images.brickset.com/sets/images/10843-1.jpg
10844-1,Minnie Mouse Bow-tique,2017,Duplo,Minnie,Pre-school,Normal,70,2,2,39.99,https://brickset.com/sets/10844-1,https://images.brickset.com/sets/small/10844-1.jpg,https://images.brickset.com/sets/images/10844-1.jpg
10846-1,Flo's Café,2017,Duplo,Cars 3,Pre-school,Normal,28,3,2,39.99,https://brickset.com/sets/10846-1,https://images.brickset.com/sets/small/10846-1.jpg,https://images.brickset.com/sets/images/10846-1.jpg
10855-1,Cinderella's Magical Castle,2017,Duplo,Disney Princess,Pre-school,Normal,56,2,2,34.99,https://brickset.com/sets/10855-1,https://images.brickset.com/sets/small/10855-1.jpg,https://images.brickset.com/sets/images/10855-1.jpg
10856-1,Mater's Shed,2017,Duplo,Cars 3,Pre-school,Normal,23,1,2,19.99,https://brickset.com/sets/10856-1,https://images.brickset.com/sets/small/10856-1.jpg,https://images.brickset.com/sets/images/10856-1.jpg
10857-1,Piston Cup Race,2017,Duplo,Cars 3,Pre-school,Normal,31,3,2,29.99,https://brickset.com/sets/10857-1,https://images.brickset.com/sets/small/10857-1.jpg,https://images.brickset.com/sets/images/10857-1.jpg
21129-1,The Mushroom Island,2017,Minecraft,Minifig-scale,Licensed,Normal,247,2,8,19.99,https://brickset.com/sets/21129-1,https://images.brickset.com/sets/small/21129-1.jpg,https://images.brickset.com/sets/images/21129-1.jpg
21130-1,The Nether Railway,2017,Minecraft,Minifig-scale,Licensed,Normal,387,2,8,29.99,https://brickset.com/sets/21130-1,https://images.brickset.com/sets/small/21130-1.jpg,https://images.brickset.com/sets/images/21130-1.jpg
21131-1,The Ice Spikes,2017,Minecraft,Minifig-scale,Licensed,Normal,454,2,8,39.99,https://brickset.com/sets/21131-1,https://images.brickset.com/sets/small/21131-1.jpg,https://images.brickset.com/sets/images/21131-1.jpg
21132-1,Jungle Temple,2017,Minecraft,Minifig-scale,Licensed,Normal,598,3,8,49.99,https://brickset.com/sets/21132-1,https://images.brickset.com/sets/small/21132-1.jpg,https://images.brickset.com/sets/images/21132-1.jpg
21133-1,The Witch Hut,2017,Minecraft,Minifig-scale,Licensed,Normal,502,2,8,59.99,https://brickset.com/sets/21133-1,https://images.brickset.com/sets/small/21133-1.jpg,https://images.brickset.com/sets/images/21133-1.jpg
21134-1,The Waterfall Base,2017,Minecraft,Minifig-scale,Licensed,Normal,729,4,8,69.99,https://brickset.com/sets/21134-1,https://images.brickset.com/sets/small/21134-1.jpg,https://images.brickset.com/sets/images/21134-1.jpg
21135-1,The Crafting Box 2.0,2017,Minecraft,Minifig-scale,Licensed,Normal,717,2,8,59.99,https://brickset.com/sets/21135-1,https://images.brickset.com/sets/small/21135-1.jpg,https://images.brickset.com/sets/images/21135-1.jpg
21136-1,The Ocean Monument,2017,Minecraft,Minifig-scale,Licensed,Normal,1122,2,8,119.99,https://brickset.com/sets/21136-1,https://images.brickset.com/sets/small/21136-1.jpg,https://images.brickset.com/sets/images/21136-1.jpg
21137-1,The Mountain Cave,2017,Minecraft,Minifig-scale,Licensed,Normal,2863,6,12,249.99,https://brickset.com/sets/21137-1,https://images.brickset.com/sets/small/21137-1.jpg,https://images.brickset.com/sets/images/21137-1.jpg
21312-1,Women of NASA,2017,Ideas,NASA,Miscellaneous,Normal,231,4,10,24.99,https://brickset.com/sets/21312-1,https://images.brickset.com/sets/small/21312-1.jpg,https://images.brickset.com/sets/images/21312-1.jpg
30607-1,Disco Batman - Tears of Batman ,2017,The LEGO Batman Movie,Promotional,Licensed,Normal,13,2,6,3.99,https://brickset.com/sets/30607-1,https://images.brickset.com/sets/small/30607-1.jpg,https://images.brickset.com/sets/images/30607-1.jpg
31063-1,Beachside Vacation,2017,Creator,3 in 1,Model making,Normal,275,2,7,29.99,https://brickset.com/sets/31063-1,https://images.brickset.com/sets/small/31063-1.jpg,https://images.brickset.com/sets/images/31063-1.jpg
31064-1,Island Adventures,2017,Creator,3 in 1,Model making,Normal,359,1,7,34.99,https://brickset.com/sets/31064-1,https://images.brickset.com/sets/small/31064-1.jpg,https://images.brickset.com/sets/images/31064-1.jpg
31065-1,Park Street Townhouse,2017,Creator,3 in 1,Model making,Normal,566,2,8,49.99,https://brickset.com/sets/31065-1,https://images.brickset.com/sets/small/31065-1.jpg,https://images.brickset.com/sets/images/31065-1.jpg
31066-1,Space Shuttle Explorer,2017,Creator,3 in 1,Model making,Normal,285,1,7,29.99,https://brickset.com/sets/31066-1,https://images.brickset.com/sets/small/31066-1.jpg,https://images.brickset.com/sets/images/31066-1.jpg
31067-1,Modular Poolside Holiday,2017,Creator,3 in 1,Model making,Normal,356,2,7,29.99,https://brickset.com/sets/31067-1,https://images.brickset.com/sets/small/31067-1.jpg,https://images.brickset.com/sets/images/31067-1.jpg
31068-1,Modular Modern Home,2017,Creator,3 in 1,Model making,Normal,386,2,8,29.99,https://brickset.com/sets/31068-1,https://images.brickset.com/sets/small/31068-1.jpg,https://images.brickset.com/sets/images/31068-1.jpg
31069-1,Modular Family Villa,2017,Creator,3 in 1,Model making,Normal,728,3,8,69.99,https://brickset.com/sets/31069-1,https://images.brickset.com/sets/small/31069-1.jpg,https://images.brickset.com/sets/images/31069-1.jpg
40172-1,Brick Calendar,2017,Miscellaneous,Accessories,Miscellaneous,Normal,278,1,7,19.99,https://brickset.com/sets/40172-1,https://images.brickset.com/sets/small/40172-1.jpg,https://images.brickset.com/sets/images/40172-1.jpg
40236-1,Romantic Valentine Picnic,2017,Seasonal,Valentine's Day,Miscellaneous,Normal,126,2,7,9.99,https://brickset.com/sets/40236-1,https://images.brickset.com/sets/small/40236-1.jpg,https://images.brickset.com/sets/images/40236-1.jpg
40237-1,Easter Egg Hunt,2017,Seasonal,Easter,Miscellaneous,Normal,145,2,7,9.99,https://brickset.com/sets/40237-1,https://images.brickset.com/sets/small/40237-1.jpg,https://images.brickset.com/sets/images/40237-1.jpg
40260-1,Halloween Haunt,2017,Seasonal,Halloween,Miscellaneous,Normal,145,2,7,9.99,https://brickset.com/sets/40260-1,https://images.brickset.com/sets/small/40260-1.jpg,https://images.brickset.com/sets/images/40260-1.jpg
40261-1,Thanksgiving Harvest,2017,Seasonal,Thanksgiving,Miscellaneous,Normal,133,2,7,9.99,https://brickset.com/sets/40261-1,https://images.brickset.com/sets/small/40261-1.jpg,https://images.brickset.com/sets/images/40261-1.jpg
40262-1,Christmas Train Ride,2017,Seasonal,Christmas,Miscellaneous,Normal,169,3,7,9.99,https://brickset.com/sets/40262-1,https://images.brickset.com/sets/small/40262-1.jpg,https://images.brickset.com/sets/images/40262-1.jpg
40263-1,Christmas Town Square,2017,Seasonal,Christmas,Miscellaneous,Normal,179,3,7,9.99,https://brickset.com/sets/40263-1,https://images.brickset.com/sets/small/40263-1.jpg,https://images.brickset.com/sets/images/40263-1.jpg
41145-1,Ariel and the Magical Spell,2017,Disney,The Little Mermaid,Licensed,Normal,222,2,5,29.99,https://brickset.com/sets/41145-1,https://images.brickset.com/sets/small/41145-1.jpg,https://images.brickset.com/sets/images/41145-1.jpg
41146-1,Cinderella's Enchanted Evening,2017,Disney,Cinderella,Licensed,Normal,350,2,6,39.99,https://brickset.com/sets/41146-1,https://images.brickset.com/sets/small/41146-1.jpg,https://images.brickset.com/sets/images/41146-1.jpg
41147-1,Anna's Snow Adventure,2017,Disney,Frozen,Licensed,Normal,153,1,5,19.99,https://brickset.com/sets/41147-1,https://images.brickset.com/sets/small/41147-1.jpg,https://images.brickset.com/sets/images/41147-1.jpg
41148-1,Elsa's Magical Ice Palace,2017,Disney,Frozen,Licensed,Normal,701,7,6,79.99,https://brickset.com/sets/41148-1,https://images.brickset.com/sets/small/41148-1.jpg,https://images.brickset.com/sets/images/41148-1.jpg
41149-1,Moana's Island Adventure,2017,Disney,Moana,Licensed,Normal,205,1,5,24.99,https://brickset.com/sets/41149-1,https://images.brickset.com/sets/small/41149-1.jpg,https://images.brickset.com/sets/images/41149-1.jpg
41150-1,Moana's Ocean Voyage,2017,Disney,Moana,Licensed,Normal,307,2,6,39.99,https://brickset.com/sets/41150-1,https://images.brickset.com/sets/small/41150-1.jpg,https://images.brickset.com/sets/images/41150-1.jpg
41300-1,Puppy Championship,2017,Friends,Dog Show,Modern day,Normal,185,1,5,19.99,https://brickset.com/sets/41300-1,https://images.brickset.com/sets/small/41300-1.jpg,https://images.brickset.com/sets/images/41300-1.jpg
41301-1,Puppy Parade,2017,Friends,Dog Show,Modern day,Normal,145,1,5,14.99,https://brickset.com/sets/41301-1,https://images.brickset.com/sets/small/41301-1.jpg,https://images.brickset.com/sets/images/41301-1.jpg
41305-1,Emma's Photo Studio,2017,Friends,Art,Modern day,Normal,96,1,5,9.99,https://brickset.com/sets/41305-1,https://images.brickset.com/sets/small/41305-1.jpg,https://images.brickset.com/sets/images/41305-1.jpg
41306-1,Mia's Beach Scooter,2017,Friends,Beach,Modern day,Normal,79,1,5,9.99,https://brickset.com/sets/41306-1,https://images.brickset.com/sets/small/41306-1.jpg,https://images.brickset.com/sets/images/41306-1.jpg
41307-1,Olivia's Creative Lab,2017,Friends,Science,Modern day,Normal,91,1,5,9.99,https://brickset.com/sets/41307-1,https://images.brickset.com/sets/small/41307-1.jpg,https://images.brickset.com/sets/images/41307-1.jpg
41308-1,Stephanie's Friendship Cakes,2017,Friends,Baking,Modern day,Normal,94,1,5,9.99,https://brickset.com/sets/41308-1,https://images.brickset.com/sets/small/41308-1.jpg,https://images.brickset.com/sets/images/41308-1.jpg
41309-1,Andrea's Musical Duet,2017,Friends,Music,Modern day,Normal,86,1,5,9.99,https://brickset.com/sets/41309-1,https://images.brickset.com/sets/small/41309-1.jpg,https://images.brickset.com/sets/images/41309-1.jpg
41310-1,Heartlake Gift Delivery,2017,Friends,Party,Modern day,Normal,185,1,6,19.99,https://brickset.com/sets/41310-1,https://images.brickset.com/sets/small/41310-1.jpg,https://images.brickset.com/sets/images/41310-1.jpg
41311-1,Heartlake Pizzeria,2017,Friends,Heartlake City,Modern day,Normal,289,2,6,29.99,https://brickset.com/sets/41311-1,https://images.brickset.com/sets/small/41311-1.jpg,https://images.brickset.com/sets/images/41311-1.jpg
41312-1,Heartlake Sports Center,2017,Friends,Heartlake City,Modern day,Normal,328,2,6,39.99,https://brickset.com/sets/41312-1,https://images.brickset.com/sets/small/41312-1.jpg,https://images.brickset.com/sets/images/41312-1.jpg
41313-1,Heartlake Summer Pool,2017,Friends,Summer,Modern day,Normal,589,2,6,49.99,https://brickset.com/sets/41313-1,https://images.brickset.com/sets/small/41313-1.jpg,https://images.brickset.com/sets/images/41313-1.jpg
41314-1,Stephanie's House,2017,Friends,Houses,Modern day,Normal,622,3,6,69.99,https://brickset.com/sets/41314-1,https://images.brickset.com/sets/small/41314-1.jpg,https://images.brickset.com/sets/images/41314-1.jpg
41315-1,Heartlake Surf Shop,2017,Friends,Beach,Modern day,Normal,186,1,6,19.99,https://brickset.com/sets/41315-1,https://images.brickset.com/sets/small/41315-1.jpg,https://images.brickset.com/sets/images/41315-1.jpg
41316-1,Andrea's Speedboat Transporter,2017,Friends,Beach,Modern day,Normal,309,2,6,29.99,https://brickset.com/sets/41316-1,https://images.brickset.com/sets/small/41316-1.jpg,https://images.brickset.com/sets/images/41316-1.jpg
41317-1,Sunshine Catamaran,2017,Friends,Summer,Modern day,Normal,603,3,7,69.99,https://brickset.com/sets/41317-1,https://images.brickset.com/sets/small/41317-1.jpg,https://images.brickset.com/sets/images/41317-1.jpg
41318-1,Heartlake Hospital,2017,Friends,Heartlake City,Modern day,Normal,871,5,7,99.99,https://brickset.com/sets/41318-1,https://images.brickset.com/sets/small/41318-1.jpg,https://images.brickset.com/sets/images/41318-1.jpg
41319-1,Snow Resort Hot Chocolate Van,2017,Friends,Snow Resort,Modern day,Normal,246,2,6,24.99,https://brickset.com/sets/41319-1,https://images.brickset.com/sets/small/41319-1.jpg,https://images.brickset.com/sets/images/41319-1.jpg
41320-1,Heartlake Frozen Yogurt Shop,2017,Friends,Heartlake City,Modern day,Normal,370,2,6,39.99,https://brickset.com/sets/41320-1,https://images.brickset.com/sets/small/41320-1.jpg,https://images.brickset.com/sets/images/41320-1.jpg
41321-1,Snow Resort Off-Roader,2017,Friends,Snow Resort,Modern day,Normal,141,1,6,14.99,https://brickset.com/sets/41321-1,https://images.brickset.com/sets/small/41321-1.jpg,https://images.brickset.com/sets/images/41321-1.jpg
41322-1,Snow Resort Ice Rink,2017,Friends,Snow Resort,Modern day,Normal,307,2,6,29.99,https://brickset.com/sets/41322-1,https://images.brickset.com/sets/small/41322-1.jpg,https://images.brickset.com/sets/images/41322-1.jpg
41323-1,Snow Resort Chalet,2017,Friends,Snow Resort,Modern day,Normal,402,2,7,39.99,https://brickset.com/sets/41323-1,https://images.brickset.com/sets/small/41323-1.jpg,https://images.brickset.com/sets/images/41323-1.jpg
41324-1,Snow Resort Ski Lift,2017,Friends,Snow Resort,Modern day,Normal,585,2,8,59.99,https://brickset.com/sets/41324-1,https://images.brickset.com/sets/small/41324-1.jpg,https://images.brickset.com/sets/images/41324-1.jpg
41325-1,Heartlake City Playground,2017,Friends,Park,Modern day,Normal,326,2,6,39.99,https://brickset.com/sets/41325-1,https://images.brickset.com/sets/small/41325-1.jpg,https://images.brickset.com/sets/images/41325-1.jpg
60135-1,ATV Arrest,2017,City,Police,Modern day,Normal,47,2,5,6.99,https://brickset.com/sets/60135-1,https://images.brickset.com/sets/small/60135-1.jpg,https://images.brickset.com/sets/images/60135-1.jpg
60136-1,Police Starter Set,2017,City,Police,Modern day,Normal,80,4,5,9.99,https://brickset.com/sets/60136-1,https://images.brickset.com/sets/small/60136-1.jpg,https://images.brickset.com/sets/images/60136-1.jpg
60137-1,Tow Truck Trouble,2017,City,Police,Modern day,Normal,144,3,5,24.99,https://brickset.com/sets/60137-1,https://images.brickset.com/sets/small/60137-1.jpg,https://images.brickset.com/sets/images/60137-1.jpg
60138-1,High-speed Chase,2017,City,Police,Modern day,Normal,294,4,5,39.99,https://brickset.com/sets/60138-1,https://images.brickset.com/sets/small/60138-1.jpg,https://images.brickset.com/sets/images/60138-1.jpg
60139-1,Mobile Command Center,2017,City,Police,Modern day,Normal,374,4,6,49.99,https://brickset.com/sets/60139-1,https://images.brickset.com/sets/small/60139-1.jpg,https://images.brickset.com/sets/images/60139-1.jpg
60140-1,Bulldozer Break-In,2017,City,Police,Modern day,Normal,561,5,5,69.99,https://brickset.com/sets/60140-1,https://images.brickset.com/sets/small/60140-1.jpg,https://images.brickset.com/sets/images/60140-1.jpg
60142-1,Money Transporter,2017,City,Police,Modern day,Normal,138,2,5,19.99,https://brickset.com/sets/60142-1,https://images.brickset.com/sets/small/60142-1.jpg,https://images.brickset.com/sets/images/60142-1.jpg
60144-1,Race Plane,2017,City,Racing,Modern day,Normal,89,1,5,9.99,https://brickset.com/sets/60144-1,https://images.brickset.com/sets/small/60144-1.jpg,https://images.brickset.com/sets/images/60144-1.jpg
60145-1,Buggy,2017,City,Racing,Modern day,Normal,81,1,5,9.99,https://brickset.com/sets/60145-1,https://images.brickset.com/sets/small/60145-1.jpg,https://images.brickset.com/sets/images/60145-1.jpg
60146-1,Stunt Truck,2017,City,Racing,Modern day,Normal,91,1,5,9.99,https://brickset.com/sets/60146-1,https://images.brickset.com/sets/small/60146-1.jpg,https://images.brickset.com/sets/images/60146-1.jpg
60148-1,ATV Race Team,2017,City,Racing,Modern day,Normal,239,2,5,19.99,https://brickset.com/sets/60148-1,https://images.brickset.com/sets/small/60148-1.jpg,https://images.brickset.com/sets/images/60148-1.jpg
60149-1,4x4 with Catamaran,2017,City,Harbor,Modern day,Normal,198,2,5,19.99,https://brickset.com/sets/60149-1,https://images.brickset.com/sets/small/60149-1.jpg,https://images.brickset.com/sets/images/60149-1.jpg
60150-1,Pizza Van,2017,City,Traffic,Modern day,Normal,249,2,5,19.99,https://brickset.com/sets/60150-1,https://images.brickset.com/sets/small/60150-1.jpg,https://images.brickset.com/sets/images/60150-1.jpg
60151-1,Dragster Transporter,2017,City,Racing,Modern day,Normal,333,2,5,29.99,https://brickset.com/sets/60151-1,https://images.brickset.com/sets/small/60151-1.jpg,https://images.brickset.com/sets/images/60151-1.jpg
60152-1,Sweeper & Excavator,2017,City,Construction,Modern day,Normal,299,2,5,29.99,https://brickset.com/sets/60152-1,https://images.brickset.com/sets/small/60152-1.jpg,https://images.brickset.com/sets/images/60152-1.jpg
60153-1,People Pack - Fun at the Beach,2017,City,Beach,Modern day,Normal,169,15,5,39.99,https://brickset.com/sets/60153-1,https://images.brickset.com/sets/small/60153-1.jpg,https://images.brickset.com/sets/images/60153-1.jpg
60154-1,Bus Station,2017,City,Town,Modern day,Normal,337,6,5,49.99,https://brickset.com/sets/60154-1,https://images.brickset.com/sets/small/60154-1.jpg,https://images.brickset.com/sets/images/60154-1.jpg
60156-1,Jungle Buggy,2017,City,Jungle,Modern day,Normal,53,1,5,6.99,https://brickset.com/sets/60156-1,https://images.brickset.com/sets/small/60156-1.jpg,https://images.brickset.com/sets/images/60156-1.jpg
60157-1,Jungle Starter Set,2017,City,Jungle,Modern day,Normal,88,3,5,9.99,https://brickset.com/sets/60157-1,https://images.brickset.com/sets/small/60157-1.jpg,https://images.brickset.com/sets/images/60157-1.jpg
